,sentence,labels
3802,"By the end of 2019, high speed rail in China had over 35,000 kilometers (21,748 miles) of dedicated lines alone, making it the longest HSR network in the world.",0
3803,With an annual ridership of over 1.1 billion passengers in 2015 it is the world's busiest.,0
3804,"The network includes the Beijing–Guangzhou–Shenzhen High-Speed Railway, the single longest HSR line in the world, and the Beijing–Shanghai High-Speed Railway, which has three of longest railroad bridges in the world.",0
3805,"The Shanghai Maglev Train, which reaches 431 km/h (268 mph), is the fastest commercial train service in the world.",0
3806,"Since 2000, the growth of rapid transit systems in Chinese cities has accelerated.",0
3807,"As of January 2016, 26 Chinese cities have urban mass transit systems in operation and 39 more have metro systems approved with a dozen more to join them by 2020.There were approximately 229 airports in 2017, with around 240 planned by 2020.",0
3808,"China has over 2,000 river and seaports, about 130 of which are open to foreign shipping.",0
3809,"In 2017, the Ports of Shanghai, Hong Kong, Shenzhen, Ningbo-Zhoushan, Guangzhou, Qingdao and Tianjin ranked in the Top 10 in the world in container traffic and cargo tonnage.",0
3810,"{




Water supply and sanitation infrastructure in China is facing challenges such as rapid urbanization, as well as water scarcity, contamination, and pollution.",0
3811,"According to data presented by the Joint Monitoring Program for Water Supply and Sanitation of WHO and UNICEF in 2015, about 36% of the rural population in China still did not have access to improved sanitation.",0
3812,"In June 2010, there were 1,519 sewage treatment plants in China and 18 plants were added each week.",0
3813,The ongoing South–North Water Transfer Project intends to abate water shortage in the north.,0
3814,"The national census of 2010 recorded the population of the People's Republic of China as approximately 1,370,536,875.",0
3815,"About 16.60% of the population were 14 years old or younger, 70.14% were between 15 and 59 years old, and 13.26% were over 60 years old.",0
3816,The population growth rate for 2013 is estimated to be 0.46%.,0
3817,China used to make up much of the world's poor; now it makes up much of the world's middle class.,0
3818,"Although a middle-income country by Western standards, China's rapid growth has pulled hundreds of millions—800 million, to be more precise—of its people out of poverty since 1978.",0
3819,"By 2013, less than 2% of the Chinese population lived below the international poverty line of US$1.9 per day, down from 88% in 1981.",0
3820,China's own standards for poverty are higher and still the country is on its way to eradicate national poverty completely by 2019.,0
3821,"From 2009 to 2018, the unemployment rate in China has averaged about 4%.Given concerns about population growth, China implemented a two-child limit during the 1970s, and, in 1979, began to advocate for an even stricter limit of one child per family.",0
3822,"Beginning in the mid 1980s, however, given the unpopularity of the strict limits, China began to allow some major exemptions, particularly in rural areas, resulting in what was actually a ""1.5""-child policy from the mid-1980s to 2015 (ethnic minorities were also exempt from one child limits).",0
3823,"The next major loosening of the policy was enacted in December 2013, allowing families to have two children if one parent is an only child.",0
3824,"In 2016, the one-child policy was replaced in favor of a two-child policy.",0
3825,"Data from the 2010 census implies that the total fertility rate may be around 1.4, although due to underreporting of births it may be closer to 1.5–1.6.According to one group of scholars, one-child limits had little effect on population growth or the size of the total population.",0
3826,"However, these scholars have been challenged.",0
3827,"Their own counterfactual model of fertility decline without such restrictions implies that China averted more than 500 million births between 1970 and 2015, a number which may reach one billion by 2060 given all the lost descendants of births averted during the era of fertility restrictions, with one-child restrictions accounting for the great bulk of that reduction.The policy, along with traditional preference for boys, may have contributed to an imbalance in the sex ratio at birth.",0
